symbol,C1,C2,C3,T1,T2,T3
ALKBH3,851,692,824,759,704,738
ALKBH3-AS1,5,5,6,4,0,3
ALKBH4,288,241,341,289,315,341
ALKBH5,5645,4861,5530,5571,5128,5393
ALKBH6,474,365,462,467,392,498
ALKBH7,1298,1064,1269,1252,1318,1513
ALKBH8,77,70,84,46,36,62
ALLC,0,0,0,0,0,0
ALMS1,60,66,70,64,42,53
ALMS1-IT1,3,2,1,6,4,3
ALMS1P1,2,0,0,0,0,0
ALOX12,58,32,39,56,42,42
ALOX12-AS1,15,16,18,29,24,24
ALOX12B,4,13,20,6,14,4
ALOX12P2,65,60,60,48,48,57
ALOX15,0,0,0,2,3,8
ALOX15B,42,38,38,151,170,165
ALOX15P1,6,2,6,2,4,5
ALOX5,1114,962,1024,1672,1627,1863
ALOX5AP,0,3,2,0,0,2
ALOXE3,60,38,40,13,16,20
ALPG,111,91,73,124,90,121
ALPI,0,0,0,0,0,0
ALPK1,1529,1433,1388,1920,1888,1882
ALPK2,0,0,0,0,0,0
ALPK3,1432,1111,1380,2934,2720,2935
ALPL,0,0,0,0,0,0
ALPP,14,15,16,18,18,21
ALS2,1564,1080,1676,1336,1365,1454
ALS2CL,12036,9523,9578,7135,7624,5201
ALX1,0,0,0,0,0,0
ALX3,132,104,102,96,115,136
ALX4,0,0,4,2,2,0
ALYREF,1045,854,865,511,484,627
AMACR,179,329,366,378,332,417
AMBN,0,0,0,0,0,0
AMBP,34,21,31,56,71,76
AMBRA1,1704,1456,1582,1816,1637,1905
AMD1,1230,1091,1275,931,847,994
AMDHD1,0,0,2,0,2,0
AMDHD2,300,173,239,201,283,207
AMELX,0,0,0,7,0,0
AMELY,0,0,0,0,0,0
AMER1,86,50,84,54,52,63
AMER2,0,0,0,0,0,0
AMER3,0,0,0,0,0,0
AMFR,2634,2267,2731,4642,2572,5050
AMH,39,21,27,9,23,14
AMHR2,0,0,2,0,0,0
AMIGO1,66,45,61,56,43,28
AMIGO2,115,103,83,63,82,63
AMIGO3,135,101,131,51,56,76
AMMECR1,277,219,264,141,204,224
AMMECR1L,851,858,783,778,855,924
AMN,1367,1164,1226,1707,1691,1765
AMN1,314,292,297,172,171,180
AMOT,580,417,528,466,471,537
AMOTL1,259,190,188,187,216,203
AMOTL2,2888,2257,2588,2806,2711,1689
AMPD1,0,2,0,0,0,0
AMPD2,1263,1031,1202,1222,1024,1292
AMPD3,318,231,233,505,469,490
AMPH,0,0,0,0,0,0
AMT,720,585,597,436,425,490
AMTN,0,0,0,0,0,0
AMY1A,14,4,8,6,8,7
AMY1B,8,6,3,3,10,8
AMY1C,14,6,13,13,17,15
AMY2A,0,0,10,10,11,15
AMY2B,449,347,313,340,392,348
AMZ1,233,197,281,198,177,189
AMZ2,1094,1042,1114,953,857,924
AMZ2P1,178,172,148,124,147,118
ANAPC1,1237,1045,1263,978,948,1002
ANAPC10,234,201,204,150,206,220
ANAPC11,2309,2117,2013,1695,1899,2051
ANAPC13,705,684,701,571,593,627
ANAPC15,722,524,628,602,542,682
ANAPC16,4084,3599,4019,2908,2703,3068
ANAPC1P1,3,2,0,0,0,0
ANAPC1P2,575,497,589,652,613,697
ANAPC1P4,381,318,334,363,404,318
ANAPC1P6,0,1,2,0,0,0
ANAPC2,1435,1031,1242,1181,1086,1121
ANAPC4,443,369,411,335,372,335
ANAPC5,2493,2217,2571,1721,1736,1966
ANAPC7,752,523,1062,551,572,641
ANG,572,501,563,1098,895,1163
ANGEL1,371,272,417,251,236,228
ANGEL2,364,327,326,317,321,365
ANGPT1,0,0,0,0,0,0
ANGPT2,0,8,6,5,10,9
ANGPT4,2,0,6,2,0,2
ANGPTL1,6,10,11,30,19,36
ANGPTL2,2,12,6,19,12,8
ANGPTL3,0,2,2,0,0,0
ANGPTL4,7886,7719,8605,11403,11124,11174
ANGPTL5,0,0,0,0,0,0
ANGPTL6,2,7,11,7,4,9
ANGPTL7,0,0,0,0,0,0
ANGPTL8,0,2,8,10,6,8
ANHX,0,0,0,0,0,0
ANK1,103,106,88,223,232,263
ANK2,0,0,2,0,0,2
ANK2-AS1,0,0,0,0,0,0
ANK3,841,731,895,830,818,881
ANK3-DT,0,0,0,0,0,0
ANKAR,15,18,11,32,25,30
ANKDD1A,23,23,17,42,29,27
ANKDD1B,48,53,61,48,50,49
ANKEF1,420,403,417,278,243,244
ANKFN1,209,179,162,44,61,54
ANKFY1,1574,3060,3329,3187,3075,3729
ANKH,1385,1393,1474,1017,836,1074
ANKHD1,4082,2891,3924,3181,3115,3734
ANKHD1-DT,32,22,29,20,31,10
ANKHD1-EIF4EBP3,1168,1777,1768,1752,1383,1449
ANKIB1,1347,1197,1536,1753,1836,1996
ANKK1,8,6,8,4,10,7
ANKLE1,21,15,9,8,6,6
ANKLE2,3308,3204,3421,4005,4158,4452
ANKMY1,756,598,662,561,497,529
ANKMY2,1678,1534,1694,1574,1464,1671
ANKRA2,738,747,714,759,797,840
ANKRD1,5,10,6,0,0,2
ANKRD10,6757,5606,6217,7097,7249,7683
ANKRD11,5890,5418,5892,3615,3577,3698
ANKRD12,684,623,743,1015,1056,1065
ANKRD13A,1717,1505,1671,2312,2461,2459
ANKRD13B,98,58,103,91,84,81
ANKRD13C,657,688,537,632,370,454
ANKRD13C-DT,343,309,339,254,227,267
ANKRD13D,970,734,976,834,829,964
ANKRD16,189,159,188,134,122,130
ANKRD17,3932,3266,3765,3624,3444,3682
ANKRD17-DT,4,3,0,3,4,0
ANKRD18A,48,45,50,8,20,15
ANKRD18B,8,23,27,4,11,10
ANKRD18CP,11,9,14,7,8,10
ANKRD18DP,0,0,0,0,0,0
ANKRD19P,30,39,22,13,13,19
ANKRD2,4,0,2,0,0,0
ANKRD20A1,2,0,0,0,0,4
ANKRD20A11P,0,0,0,0,0,0
ANKRD20A12P,0,0,0,0,0,0
ANKRD20A19P,0,0,2,0,0,0
ANKRD20A21P,2,4,1,0,0,1
ANKRD20A2P,1,0,0,1,1,2
ANKRD20A3P,2,0,0,1,1,1
ANKRD20A4-ANKRD20A20P,5,0,6,2,0,1
ANKRD20A5P,85,104,95,143,127,183
ANKRD20A8P,0,2,0,0,0,0
ANKRD20A9P,0,0,0,1,2,2
ANKRD22,543,460,462,371,296,403
ANKRD23,103,84,103,83,76,78
ANKRD24,437,397,388,385,469,447
ANKRD26,136,147,221,166,193,159
ANKRD26P1,0,0,0,0,0,0
ANKRD26P3,0,0,0,0,0,0
ANKRD27,1178,969,1138,1084,1009,1182
ANKRD28,1459,1245,1432,1753,1625,1729
ANKRD29,697,510,670,110,163,121
ANKRD30A,0,0,0,0,0,0
ANKRD30B,0,0,0,0,0,0
ANKRD30BL,0,0,0,0,0,0
ANKRD30BP2,0,0,0,0,0,0
ANKRD30BP3,0,0,0,0,0,0
ANKRD31,4,0,14,4,5,0
ANKRD33,0,0,0,0,0,0
ANKRD33B,373,357,296,96,112,99
ANKRD34A,16,25,28,38,32,42
ANKRD34B,0,0,0,0,0,0
ANKRD34C,0,0,0,0,0,0
ANKRD34C-AS1,0,0,0,0,0,0
ANKRD35,10,0,0,2,2,0
ANKRD36,60,50,63,146,130,131
ANKRD36B,86,66,79,171,182,167
ANKRD36BP1,0,0,0,0,0,0
ANKRD36BP2,0,0,0,0,0,0
ANKRD36C,782,717,990,1587,1489,1535
ANKRD37,921,852,856,818,936,820
ANKRD39,348,305,324,350,305,365
ANKRD40,982,706,875,691,651,744
ANKRD40CL,15,12,20,68,66,71
ANKRD42,569,421,501,500,433,551
ANKRD42-DT,12,15,13,13,9,27
ANKRD44,2,0,2,0,0,7
ANKRD44-AS1,0,0,0,0,0,0
ANKRD44-DT,0,0,0,0,0,0
ANKRD44-IT1,0,0,0,0,0,0
ANKRD45,1,6,4,6,10,8
ANKRD46,337,292,361,280,258,316
ANKRD49,331,246,334,257,251,292
ANKRD50,470,413,474,587,512,581
ANKRD52,3377,2697,3235,2150,1052,2020
ANKRD53,2,3,6,0,0,5
ANKRD54,813,674,881,618,611,641
ANKRD55,0,0,0,0,0,0
ANKRD6,32,77,28,42,34,60
ANKRD60,0,0,0,0,0,0
ANKRD61,25,21,17,14,10,13
ANKRD62,1,2,0,4,2,7
ANKRD62P1-PARP4P3,0,0,0,0,0,0
ANKRD63,0,0,0,0,0,0
ANKRD65,20,4,14,23,29,23
ANKRD65-AS1,0,4,6,6,10,4
ANKRD66,0,0,0,0,0,0
ANKRD7,0,0,0,0,0,0
ANKRD9,2632,2108,2239,3146,3061,3570
ANKS1A,3125,2623,2789,2026,1905,2214
ANKS1B,0,0,0,0,0,0
ANKS3,371,307,336,310,288,361
ANKS4B,242,178,254,157,172,184
ANKS6,3107,2830,2898,1723,1645,1667
ANKUB1,0,2,0,0,0,0
ANKZF1,2482,2066,2281,2325,2391,2574
ANLN,476,415,574,184,163,168
ANO1,13248,9165,10134,2894,2744,3255
ANO10,999,731,713,654,636,684
ANO2,24,7,12,2,8,12
ANO3,0,0,0,0,0,0
ANO3-AS1,0,0,0,0,0,0
ANO4,0,0,0,0,0,0
ANO5,304,307,396,275,220,281
ANO6,3753,3444,4029,3504,3220,3299
ANO7,76,46,68,108,49,55
ANO7L1,36,41,40,52,56,54
ANO8,1737,1333,1456,1341,1214,1264
ANO9,1246,1031,1084,1621,1720,1786
ANOS1,0,0,0,0,0,0
ANP32A,4167,3776,4329,3030,2923,3254
ANP32A-IT1,2,4,8,8,8,2
ANP32AP1,11,17,30,16,13,25
ANP32B,3131,3081,3244,2858,2534,2751
ANP32D,0,0,0,0,0,0
ANP32E,322,339,328,290,238,229
ANPEP,3965,3017,3565,1895,1875,1992
ANTKMT,352,316,317,252,270,298
ANTXR1,260,178,228,200,168,236
ANTXR2,2457,2265,2906,3062,2859,3011
ANTXRL,0,0,0,0,0,0
ANTXRLP1,0,0,0,0,0,0
ANXA1,14241,12647,13585,9419,9659,10429
ANXA10,29254,25733,30457,19453,17886,22788
ANXA11,38661,37757,36983,28599,26627,29502
ANXA13,65,53,51,19,12,25
ANXA2,69524,62124,70862,47469,45388,62406
ANXA2P1,26,21,31,29,21,29
ANXA2P2,7088,6934,7274,4801,4489,5566
ANXA2P3,0,0,2,0,0,0
ANXA2R,13,8,4,15,15,10
ANXA2R-AS1,21,8,21,27,18,28
ANXA2R-OT1,104,84,93,83,90,136
ANXA3,17480,15378,17733,8426,7974,9339
ANXA4,40606,35885,40580,31664,30793,33858
ANXA5,40907,36361,42445,18302,17248,20331
ANXA6,1085,903,966,936,828,1037
ANXA7,4886,4272,4886,3480,3517,4111
ANXA8,20,14,16,32,30,28
ANXA8L1,1,0,0,2,3,0
ANXA9,390,293,342,174,240,246
AOAH,0,0,0,0,0,0
AOAH-IT1,0,0,0,0,0,0
AOC1,15336,12712,14898,16591,15798,17972
AOC2,105,89,76,85,95,118
AOC3,47,32,32,38,28,31
AOC4P,3,0,0,3,1,1
AOPEP,759,686,671,694,725,905
AOX1,20,19,23,28,32,11
AOX3P-AOX2P,0,0,0,2,4,1
AP1AR,833,775,950,677,637,713
AP1AR-DT,46,45,34,32,28,23
AP1B1,7027,6491,6062,5505,5169,6224
AP1B1P1,0,0,0,0,0,0
AP1G1,4230,3572,4058,4099,4121,4270
AP1G2,5315,3976,4711,3615,3523,4150
AP1G2-AS1,434,346,363,318,373,359
AP1M1,2183,1802,1983,1275,1303,1385
AP1M2,8253,7169,7578,5924,5858,6407
AP1S1,2210,1808,2028,2136,1957,2287
AP1S2,19,25,21,14,22,25
AP1S3,1322,1057,1336,487,474,531
AP2A1,4889,3960,4514,4260,3912,4363
AP2A2,1559,1342,1452,1054,1023,1174
AP2B1,14643,12420,13778,9827,9337,10500
AP2M1,11833,10024,11308,8720,8185,9576
AP2S1,2144,1679,1820,1531,1451,1705
AP3B1,2193,1679,1936,1882,1794,2127
AP3B2,2,2,2,2,2,7
AP3D1,8815,6880,8263,6870,6440,7110
AP3M1,1118,952,2050,1433,1417,1547
AP3M2,1329,1178,1204,608,594,606
AP3S1,1211,1176,1392,1409,1329,1339
AP3S2,2439,2133,2604,2223,2116,2290
AP4B1,1488,1219,1361,1239,1334,1188
AP4B1-AS1,32,3,3,2,4,64
AP4E1,279,227,288,281,254,234
AP4M1,361,552,577,481,591,635
AP4S1,44,22,31,11,12,10
AP5B1,1162,1008,1104,999,1017,1162
AP5M1,833,742,863,735,654,764
AP5S1,297,240,322,272,246,294
AP5Z1,1668,1273,1380,1234,1256,1287
APAF1,1040,929,1110,1434,1552,1556
APBA1,0,0,0,0,0,0
APBA2,2,1,1,0,0,0
APBA3,401,344,424,463,386,518
APBB1,102,110,109,236,225,254
APBB1IP,3,0,0,2,0,0
APBB2,1233,1027,1067,434,472,466
APBB3,603,451,528,321,320,345
APC,867,739,847,1024,836,907
APC2,158,128,172,128,114,120
APCDD1,120,121,100,53,58,57
APCDD1L,0,0,0,0,0,0
APCDD1L-DT,0,2,0,0,0,0
APCS,0,0,0,0,0,0
APEH,6570,5607,5908,4161,3940,4372
APELA,0,0,0,0,0,0
APEX1,1415,1222,1434,1264,1210,1248
APEX2,972,800,939,944,885,1039
APH1A,2791,2359,2742,2543,2741,2861
APH1B,316,323,339,460,489,483
API5,3128,3015,3496,2275,2344,2371
APIP,855,744,861,452,487,542
APLF,98,73,110,87,86,70
APLN,10,4,2,0,2,0
APLNR,0,0,0,0,0,0
APLP1,1628,1505,1715,2449,2290,2496
APLP2,43650,39363,45032,38390,35217,39719
APMAP,3584,3227,3658,2340,2323,2476
APOA1,0,0,0,0,0,0
APOA1-AS,0,2,0,0,3,0
APOA2,0,0,0,0,0,0
APOA4,0,0,0,0,0,0
APOA5,0,0,0,0,2,0
APOB,0,0,0,0,0,0
APOBEC1,68,51,55,64,72,80
APOBEC2,5,0,4,10,5,4
APOBEC3A,0,0,3,0,6,2
APOBEC3A_B,0,0,2,4,3,3
APOBEC3B,257,199,243,367,292,396
APOBEC3B-AS1,0,0,0,0,0,1
APOBEC3C,32,35,24,90,84,87
APOBEC3D,22,16,21,28,23,31
APOBEC3F,202,196,252,291,337,323
APOBEC3G,38,42,48,87,82,90
APOBEC3H,0,6,0,0,2,0
APOBEC4,0,0,0,0,0,0
APOBR,4,6,19,29,53,54
APOC1,27,14,16,22,18,21
APOC1P1,0,0,0,0,0,0
APOC2,0,0,0,0,0,0
APOC3,0,0,0,0,0,0
APOC4,0,0,0,0,0,0
APOC4-APOC2,0,0,0,0,0,0
APOD,6,4,2,2,0,6
APOE,34,40,32,53,60,66
APOF,0,0,0,0,2,0
APOH,0,0,0,2,0,0
APOL1,6755,7318,8942,34135,32763,37352
APOL2,3701,2738,3358,9795,9896,10503
APOL3,530,384,455,533,543,629
APOL4,10,4,4,24,20,25
APOL5,0,0,1,0,0,0
APOL6,6319,5901,6444,4146,4150,2924
APOLD1,77,96,84,61,58,62
APOM,12,14,15,16,11,17
APOO,252,213,280,144,147,185
APOOL,616,522,555,489,513,538
APOOP5,0,0,0,0,0,0
APP,58544,50081,56521,49471,45513,52337
APP-DT,1,0,0,0,2,0
APPAT,12,6,9,13,20,26
APPBP2,644,692,833,966,879,981
APPL1,1115,980,1100,900,914,410
APPL2,1817,1558,1932,2100,1789,2103
APRG1,31,30,29,46,44,30
APRT,2590,2322,2356,1701,1555,1785
APTR,684,582,615,697,671,763
APTX,914,752,840,500,556,586
AQP1,465,346,338,400,411,484
AQP10,0,0,0,0,0,0
AQP11,146,118,124,24,47,54
AQP12A,11,5,6,6,7,9
AQP12B,44,35,42,86,74,78
AQP2,27,35,27,20,9,16
AQP3,1511,1166,1420,3118,2686,3419
AQP4,0,0,0,0,0,0
AQP4-AS1,0,0,0,0,0,0
AQP5,7307,5537,6359,2072,1702,2251
AQP5-AS1,95,84,89,23,33,36
AQP6,265,278,280,94,92,122
AQP7,32,36,34,45,79,82
AQP7B,0,0,0,0,0,0
AQP7P1,1,2,0,0,0,2
AQP7P3,0,0,0,0,0,0
AQP8,0,0,0,0,0,0
AQP9,0,0,0,0,0,0
AQR,1538,1220,1561,1282,1276,1378
AR,0,0,0,0,0,0
ARAF,2595,1981,2443,2082,1795,2122
ARAP1,5911,5089,5548,7081,7123,7090
ARAP1-AS2,9,4,6,5,1,6
ARAP2,692,645,733,721,689,782
ARAP3,137,119,122,171,173,171
ARB2A,1141,899,964,1032,1004,974
ARB2BP,0,0,1,6,4,2
ARC,7,5,7,6,3,6
ARCN1,8412,7979,8550,6770,6934,7194
AREG,7843,8091,8235,4004,3523,3925
AREL1,2164,1892,2185,2056,2008,2135
ARF1,26992,23623,27061,22764,20394,23157
ARF3,11254,9763,10507,6147,7405,6660
ARF4,8578,7823,8926,8327,8146,8748
ARF4-AS1,8,0,9,17,11,8
ARF5,5313,4597,4882,4657,4535,5210
ARF6,4873,4324,4897,3303,3075,3450
ARFGAP1,3401,2639,2905,2717,2717,2954
ARFGAP2,2745,2270,2561,2008,1933,2230
ARFGAP3,3089,3687,3437,4160,4685,5180
ARFGEF1,3083,2744,3076,3866,3535,3814
ARFGEF1-DT,5,0,4,6,2,3
ARFGEF2,3312,2672,3027,2846,2996,3012
ARFGEF3,3810,3199,2209,2799,3124,3066
ARFIP1,1362,1397,1448,1434,1315,1453
ARFIP2,2894,2418,2746,2639,2517,2914
ARFRP1,1374,1211,1221,1120,1155,1213
ARG1,1,0,0,0,0,0
ARG2,144,97,176,57,38,54
ARGFX,0,0,0,0,0,0
ARGFXP2,2,2,0,0,1,2
ARGLU1,2377,1877,2282,1721,1875,2088
ARGLU1-DT,0,0,0,0,0,0
ARHGAP1,5863,4517,4955,3569,3573,1589
ARHGAP10,582,451,439,841,781,935
ARHGAP11A,54,39,56,34,35,36
ARHGAP11A-DT,3,4,3,4,2,3
ARHGAP11A-SCG5,0,5,1,1,1,1
ARHGAP11B,10,8,10,7,4,6
ARHGAP11B-DT,15,12,16,18,18,12
ARHGAP12,2495,2357,2659,3016,3023,3159
ARHGAP15,0,0,0,0,0,0
ARHGAP15-AS1,0,0,0,0,0,0
ARHGAP17,577,474,577,646,607,745
ARHGAP18,1388,1187,1467,1144,1108,1090
ARHGAP19,433,353,367,355,312,350
ARHGAP19-SLIT1,0,5,0,0,0,0
ARHGAP20,0,4,0,0,2,0
ARHGAP21,7513,6680,7556,9081,8476,9681
ARHGAP22,90,67,77,60,72,95
ARHGAP22-IT1,0,0,0,0,0,0
ARHGAP23,387,309,316,310,264,332
ARHGAP24,354,307,352,347,350,309
ARHGAP25,8,13,12,4,2,2
ARHGAP26,3229,2614,2891,3364,3382,3583
ARHGAP26-AS1,0,1,0,0,0,0
ARHGAP26-IT1,0,0,0,0,0,0
ARHGAP27,1717,1960,2067,2085,2036,2060
ARHGAP27P1,922,670,697,594,608,630
ARHGAP27P1-BPTFP1-KPNA2P3,1183,850,934,873,896,928
ARHGAP27P2,3,0,6,2,1,0
ARHGAP28,2,6,7,2,0,0
ARHGAP28-AS1,0,0,0,0,0,0
ARHGAP29,1453,1217,700,1056,1128,723
ARHGAP29-AS1,0,0,0,0,0,0
ARHGAP30,93,114,103,180,159,140
ARHGAP31,9,0,2,24,12,19
ARHGAP31-AS1,0,0,3,0,0,0
ARHGAP32,3205,2850,4219,6587,5955,6738
ARHGAP33,68,50,42,33,22,36
ARHGAP35,4757,3781,4459,3690,3470,3876
ARHGAP36,0,0,0,0,0,0
ARHGAP39,454,425,448,316,281,355
ARHGAP4,35,32,56,56,44,42
ARHGAP40,268,209,151,74,76,108
ARHGAP42,695,624,726,942,858,919
ARHGAP42-AS1,2,0,0,0,0,3
ARHGAP44,1000,858,1079,1328,1340,1544
ARHGAP44-AS1,2,0,0,2,0,4
ARHGAP45,916,723,795,1364,1321,1441
ARHGAP5,2195,2169,2595,3162,3247,3127
ARHGAP5-AS1,75,79,96,111,102,124
ARHGAP6,158,157,145,222,226,229
ARHGAP8,2329,1904,1748,1569,1467,1492
ARHGAP9,0,0,0,0,0,0
ARHGDIA,9846,7811,8029,6684,6290,7526
ARHGDIB,3893,3171,3556,2326,2049,2456
ARHGDIG,9,10,6,0,5,4
ARHGEF1,2330,1679,2093,1599,1555,1897
ARHGEF10,503,444,478,331,356,330
ARHGEF10L,3320,2770,3002,3905,3832,4282
ARHGEF11,1988,1662,1730,1637,1418,1819
ARHGEF12,6747,5869,6812,7645,8847,8876
ARHGEF15,1,0,0,0,0,0
ARHGEF16,3866,3189,3595,3859,3501,4349
ARHGEF17,6,9,8,37,21,30
ARHGEF17-AS1,0,0,0,3,0,2
ARHGEF18,3630,3156,3518,2630,2712,2994
ARHGEF18-AS1,0,0,9,4,2,3
ARHGEF19,58,34,45,94,100,113
ARHGEF2,3236,3040,3426,4395,4128,3938
ARHGEF2-AS1,14,10,9,12,21,11
ARHGEF2-AS2,22,14,18,15,29,18
ARHGEF25,14,14,12,32,28,19
ARHGEF26,86,86,87,57,42,54
ARHGEF26-AS1,0,0,0,0,0,0
ARHGEF28,1158,897,1019,1243,1080,1286
ARHGEF3,927,850,1007,1166,1097,581
ARHGEF3-AS1,0,0,0,0,0,0
ARHGEF33,2,3,3,8,2,7
ARHGEF34P,620,512,570,612,549,650
ARHGEF35,399,327,404,340,364,392
ARHGEF35-AS1,10,6,10,11,14,13
ARHGEF37,1462,1098,1341,1533,1445,1740
ARHGEF38,343,288,357,353,314,230
ARHGEF38-IT1,0,0,0,0,0,0
ARHGEF39,292,207,268,251,262,221
ARHGEF4,7,12,14,30,36,41
ARHGEF4-AS1,0,0,0,0,0,0
ARHGEF40,784,517,613,867,858,964
ARHGEF5,1281,1009,1208,1260,1165,1292
ARHGEF6,25,30,20,44,52,56
ARHGEF7,2235,1897,2155,1858,1941,2065
ARHGEF7-AS1,0,0,0,0,0,0
ARHGEF7-AS2,0,0,0,0,0,0
ARHGEF9,1156,924,1117,855,820,894
ARHGEF9-IT1,0,0,0,0,0,0
ARID1A,4371,3300,3899,3878,3387,3778
ARID1B,2081,1732,1884,2483,2227,2433
ARID2,878,744,838,826,735,817
ARID3A,113,88,75,78,73,106
ARID3B,457,342,446,428,403,456
ARID3C,16,16,18,5,12,7
ARID4A,394,353,407,566,631,577
ARID4B,775,677,724,1059,993,1056
ARID5A,308,185,252,254,262,324
ARID5B,477,434,480,384,316,333
ARIH1,2828,2688,2831,2676,2696,2777
ARIH2,2970,2433,2822,2066,2121,2455
ARIH2OS,43,25,33,26,32,29
ARK2C,45,44,44,9,12,10
ARK2N,790,653,751,769,798,744
ARL1,3270,2918,3074,3276,3284,3411
ARL10,25,36,34,62,77,70
ARL11,0,0,0,0,0,0
ARL13A,2,1,5,0,2,0
ARL13B,65,39,91,42,44,42
ARL14,1332,1132,1183,866,848,889
ARL14EP,345,280,342,246,260,235
ARL14EP-DT,0,2,0,0,0,2
ARL14EPL,0,0,0,0,0,0
ARL15,353,318,161,278,296,332
ARL16,632,522,512,502,275,543
ARL17A,128,100,125,92,100,107
ARL17B,188,147,144,142,146,166
ARL2,1132,870,1003,944,818,1000
ARL2-SNX15,26,5,13,4,15,19
ARL2BP,830,744,838,669,685,721
ARL3,340,291,398,268,303,245
ARL4A,447,413,454,365,328,311
ARL4AP5,1,1,2,2,2,1
ARL4C,778,687,715,323,298,295
ARL4D,294,292,330,129,74,108
ARL5A,558,507,536,589,599,574
ARL5B,418,390,463,620,669,616
ARL5C,0,0,0,0,0,2
ARL6,59,49,109,49,81,58
ARL6IP1,10661,9786,11045,16762,15917,16998
ARL6IP4,3109,2593,3123,2918,3067,3382
ARL6IP5,5766,5169,6170,6115,5540,6350
ARL6IP6,677,610,679,686,717,837
ARL8A,1848,1593,1781,2198,1931,2336
ARL8B,1933,1696,1967,1707,1646,1684
ARL9,0,0,2,0,0,0
ARLNC1,0,0,0,0,0,0
ARMC1,293,273,646,606,548,620
ARMC10,592,560,567,534,562,534
ARMC12,0,0,2,0,0,0
ARMC2,33,27,43,14,21,22
ARMC2-AS1,2,0,0,0,0,0
ARMC3,0,6,0,0,2,2
ARMC5,424,392,355,332,353,432
ARMC6,499,412,481,307,286,326
ARMC7,1147,937,987,767,576,700
ARMC8,718,609,678,560,561,634
ARMC9,442,380,413,284,219,339
ARMCX1,71,44,48,102,72,99
ARMCX2,873,790,911,760,704,707
ARMCX3,2179,1979,2257,1930,1834,1946
ARMCX4,135,122,129,138,138,91
ARMCX5,313,274,274,193,205,180
ARMCX5-GPRASP2,174,241,252,101,229,196
ARMCX6,716,627,683,852,764,803
ARMH1,126,107,103,67,88,92
ARMH2,0,0,0,0,0,0
ARMH3,1146,945,1120,916,874,1100
ARMH4,46,36,37,24,14,27
ARMS2,0,0,0,2,0,0
ARMT1,715,636,826,715,724,739
ARNT,1112,985,1457,1858,1650,1817
ARNT2,55,58,56,91,77,108
ARNT2-DT,0,0,0,0,0,0
ARPC1A,13431,11775,12819,8669,8244,9219
ARPC1B,20480,17373,19586,10985,10720,12866
ARPC2,14343,12144,13866,11745,11096,12980
ARPC3,6148,5841,6908,8626,8361,8685
ARPC4,3705,2806,3382,2810,2970,3277
ARPC4-TTLL3,298,1035,222,227,208,169
ARPC5,4984,4785,5768,4859,5026,5981
ARPC5L,2248,1841,2134,1409,1413,1639
ARPIN,2281,2036,2146,2084,1921,2015
ARPIN-AP3S2,628,472,366,373,384,564
ARPP19,2543,3028,3655,3086,2955,3137
ARPP21,0,0,0,0,0,0
ARPP21-AS1,0,0,0,0,0,0
ARR3,0,3,2,0,0,1
ARRB1,1884,1796,1911,3151,3042,3046
ARRB2,273,228,242,58,84,125
ARRDC1,4651,3608,3753,3706,3488,4241
ARRDC1-AS1,411,303,363,293,289,329
ARRDC2,1335,1126,587,5085,5309,5128
ARRDC3,1756,1659,1735,3253,3104,3154
ARRDC3-AS1,46,45,54,12,15,9
ARRDC4,1895,1689,1769,1536,1522,1561
ARRDC5,0,0,0,4,6,0
ARSA,2663,2177,2527,1881,2283,2198
ARSB,110,78,54,72,80,100
ARSD,6342,5434,5954,4665,4691,5065
ARSD-AS1,24,33,28,15,15,21
ARSF,0,2,0,18,17,18
ARSG,39,23,30,16,20,15
ARSH,8,8,8,7,4,4
ARSI,2,2,2,4,2,5
ARSJ,281,212,261,191,152,196
ARSK,78,81,111,97,55,95
ARSL,681,514,505,747,784,868
ART1,0,0,0,0,0,0
ART3,0,0,0,0,0,0
ART4,2,2,2,0,2,0
ART5,0,0,0,0,2,0
ARTN,57,41,57,18,15,32
ARV1,678,545,647,447,375,414
ARVCF,946,821,734,512,478,555
ARX,0,0,0,0,0,0
AS-PTPRE,0,0,0,2,0,0
AS3MT,50,4,2,15,61,45
ASAH1,6151,5596,6024,4934,4775,5143
ASAH1-AS1,5,0,4,0,4,1
ASAH2,74,52,54,50,55,51
ASAH2B,245,280,323,280,210,291
ASAP1,320,311,311,203,178,235
ASAP1-IT1,0,0,0,0,0,0
ASAP1-IT2,0,0,0,0,0,0
ASAP2,5086,4640,5059,4102,4143,4138
ASAP3,502,474,530,402,362,448
ASB1,1181,909,1052,766,813,696
ASB10,0,0,0,0,0,0
ASB11,0,0,0,0,0,0
ASB12,11,8,8,8,0,3
ASB13,922,784,874,709,641,712
ASB14,22,15,24,21,22,25
ASB15,0,0,0,0,0,0
ASB15-AS1,0,0,0,0,0,0
ASB16,24,14,9,5,14,12
ASB16-AS1,114,80,96,72,80,76
ASB17,0,0,0,0,0,0
ASB18,0,0,0,0,0,0
ASB2,2,1,0,0,1,0
ASB3,327,291,349,400,393,450
ASB4,41,28,30,42,36,45
ASB5,0,0,0,0,0,0
ASB6,1276,1104,1254,1135,1141,1295
ASB7,426,367,474,464,527,527
ASB8,847,807,822,777,765,401
ASB9,8,4,6,0,2,0
ASB9P1,0,0,0,0,2,2
ASCC1,1134,1027,1192,905,891,889
ASCC2,3961,3333,3707,2515,2466,2823
